CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15567736,Fischer,773,Germany,Female,32,6,97271.5,2,1,1,185188.89,0
15567737,Fernandez,750,Germany,Male,52,10,152541.63,1,1,0,150834.23,0
15567738,Fischer,647,France,Male,52,2,0.0,2,1,1,89571.06,0
15567739,Garcia,747,France,Male,39,10,157546.78,2,1,1,17561.6,0
15567740,Hoffmann,422,France,Male,55,7,111884.76,1,1,0,131879.63,1
15567741,Gonzalez,725,France,Male,19,9,145085.28,1,0,0,79243.11,0
15567742,Bernard,542,Germany,Male,43,5,99810.5,1,1,0,23299.16,0
15567743,Weber,819,Spain,Male,44,2,145031.73,1,0,1,167770.35,0
15567744,Durand,547,Spain,Female,34,1,121923.93,1,0,0,187936.24,0
15567745,Martin,568,Germany,Male,20,8,78076.29,2,0,1,109947.33,0
15567746,Petit,703,Germany,Female,35,10,94561.73,1,1,1,32032.37,0
15567747,Wagner,713,France,Female,33,6,0.0,1,1,0,86460.81,0
15567748,Dubois,607,Germany,Female,59,9,144656.85,1,1,1,24674.13,0
15567749,Martin,685,France,Male,48,9,134959.04,2,0,0,162353.69,0
15567750,Schulz,697,France,Female,39,8,145104.26,2,1,1,112811.09,0
15567751,Schmidt,687,Germany,Male,37,3,119750.48,2,1,1,84740.05,0
15567752,Mueller,611,France,Male,60,3,147783.12,2,0,0,148679.26,0
15567753,Gomez,698,France,Male,21,5,0.0,1,0,0,169016.15,0
15567754,Gonzalez,785,Spain,Female,21,1,121645.19,3,1,1,158754.6,0
15567755,Fernandez,532,France,Male,69,9,95724.15,1,1,0,166012.11,0
15567756,Laurent,569,France,Female,35,0,109239.46,1,1,1,174906.7,0
15567757,Garcia,652,France,Male,26,9,106506.65,2,1,0,98980.67,0
15567758,Bernard,548,France,Female,21,2,119417.02,3,1,1,135262.61,0
15567759,Weber,476,France,Female,61,10,0.0,1,1,0,122184.11,1
15567760,Meyer,754,Spain,Female,28,4,138025.27,2,1,1,34293.51,0
15567761,Moreau,436,France,Male,27,1,62282.0,1,1,1,55409.09,0
15567762,Sanchez,611,Spain,Female,43,8,143255.9,2,1,1,42639.58,0
15567763,Meyer,722,France,Female,49,0,0.0,2,0,0,133339.22,0
15567764,Thomas,675,France,Male,42,2,134266.36,1,1,1,174013.98,0
15567765,Fischer,612,Germany,Male,42,4,105505.47,2,1,1,154085.64,0
15567766,Richard,544,Germany,Female,30,0,43212.6,2,1,1,81672.57,0
15567767,Robert,683,Germany,Male,43,3,118229.08,1,1,1,135041.75,0
15567768,Robert,555,Spain,Female,57,9,0.0,1,0,1,87891.13,0
15567769,Schmidt,675,France,Male,44,0,193778.7,2,1,0,62153.33,0
15567770,Lopez,663,France,Male,31,10,0.0,2,1,1,179773.82,0
15567771,Schneider,664,Spain,Male,50,10,0.0,1,1,0,48894.65,0
15567772,Sanchez,588,France,Male,31,10,98137.14,1,1,1,130540.46,0
15567773,Moreau,845,France,Male,39,6,0.0,2,0,0,152621.48,0
15567774,Thomas,684,France,Female,40,0,110409.29,1,1,0,127523.87,1
15567775,Martin,623,Germany,Male,69,2,166164.34,1,0,0,32819.63,0
15567776,Meyer,675,France,Female,44,3,0.0,2,0,0,61225.61,0
15567777,Sanchez,575,France,Female,28,3,95848.04,1,1,1,12770.29,1
15567778,Schulz,612,France,Male,27,6,130680.29,2,0,0,154149.68,0
15567779,Wagner,850,Germany,Male,40,4,115872.73,1,1,0,45163.84,0
15567780,Laurent,576,France,Male,59,10,0.0,2,1,0,172679.57,0
15567781,Thomas,642,France,Male,20,7,87643.46,1,1,0,41437.73,0
15567782,Perez,606,Germany,Male,40,2,113910.94,2,1,1,80643.93,0
15567783,Perez,550,Spain,Male,57,7,0.0,2,1,0,37011.83,0
15567784,Hoffmann,690,Germany,Female,47,10,76858.8,1,1,1,111221.48,0
15567785,Sanchez,653,Spain,Male,64,10,173797.42,2,1,0,122820.05,0
15567786,Fischer,737,France,Female,36,8,139316.75,1,1,0,53414.03,0
15567787,Thomas,727,France,Female,27,8,0.0,2,1,0,87381.22,0
15567788,Thomas,736,France,Female,36,8,86664.71,2,1,1,32251.65,0
15567789,Richard,561,Spain,Female,29,0,97078.49,1,1,0,159687.6,1
15567790,Gonzalez,711,France,Female,68,8,0.0,1,1,0,159446.98,0
15567791,Fischer,713,Spain,Male,41,7,79584.15,1,1,1,59110.93,0
15567792,Schulz,551,Spain,Female,43,1,110200.49,1,0,1,60203.93,0
15567793,Lopez,619,France,Female,28,2,0.0,1,0,1,125833.89,0
15567794,Weber,510,France,Male,32,6,143518.0,1,1,0,125708.81,0
15567795,Moreau,714,France,Male,52,2,0.0,1,1,0,149331.84,1
15567796,Petit,713,France,Male,38,1,120480.44,1,1,0,28340.4,0
15567797,Fernandez,787,France,Male,34,3,157389.71,1,1,0,137683.6,0
15567798,Robert,628,Spain,Male,40,8,0.0,2,1,1,149746.79,0
15567799,Bernard,693,France,Female,34,1,137815.68,1,0,0,62991.59,0
15567800,Garcia,744,France,Female,18,0,118519.36,2,1,1,59054.42,0
15567801,Moreau,577,France,Male,25,9,0.0,1,0,0,136277.58,0
15567802,Fischer,563,Spain,Male,39,6,0.0,1,0,1,32150.36,1
15567803,Thomas,580,Germany,Female,52,10,106121.82,2,1,1,112899.89,0
15567804,Wagner,616,Spain,Male,33,0,151081.69,1,0,1,105357.71,0
15567805,Becker,566,Spain,Male,60,5,0.0,2,0,0,137784.72,0
15567806,Schulz,584,France,Female,51,4,0.0,2,1,1,125171.89,0
15567807,Moreau,734,France,Male,54,10,0.0,2,1,0,164727.01,0
15567808,Thomas,640,France,Male,24,7,157151.06,2,0,0,21565.0,0
15567809,Weber,679,France,Male,50,2,0.0,2,1,1,132865.15,0
15567810,Bernard,597,Germany,Female,32,2,111465.89,1,0,0,146347.93,0
15567811,Rodriguez,590,France,Female,61,0,0.0,2,1,1,160567.95,0
15567812,Laurent,677,France,Male,36,3,141771.33,2,1,0,80333.81,0
15567813,Moreau,662,Germany,Male,32,9,95163.65,1,1,1,65566.18,0
15567814,Lopez,724,Germany,Female,32,9,132269.31,2,0,1,136275.18,0
15567815,Dubois,774,Germany,Female,48,5,185022.4,1,1,0,107856.61,1
15567816,Weber,583,France,Female,23,4,139223.03,1,1,1,81502.55,0
15567817,Robert,732,Spain,Female,41,6,122601.32,3,1,1,151564.21,0
15567818,Garcia,546,Germany,Male,37,10,104496.49,2,1,0,101405.43,0
15567819,Wagner,849,France,Female,30,9,77173.71,2,0,1,97013.0,0
15567820,Bernard,574,Spain,Female,53,0,0.0,1,1,0,78121.21,1
15567821,Fischer,716,Spain,Female,47,2,59261.64,1,1,0,19323.6,0
15567822,Becker,545,France,Female,30,10,0.0,2,1,0,168380.91,0
15567823,Lopez,635,France,Male,26,3,148214.54,2,1,1,75121.18,0
15567824,Richard,798,France,Female,37,5,94016.64,1,1,0,92947.36,0
15567825,Dubois,571,France,Female,47,3,105420.07,1,1,1,32435.76,0
15567826,Wagner,850,Spain,Female,44,6,0.0,2,1,1,126609.49,0
15567827,Robert,649,France,Male,47,9,81794.42,1,1,0,122962.38,0
15567828,Martinez,743,Spain,Female,20,9,88257.93,1,1,0,67815.14,1
15567829,Meyer,688,Germany,Female,29,2,70607.87,1,1,0,78050.18,0
15567830,Perez,693,Germany,Male,43,7,68392.75,2,0,0,152341.49,0
15567831,Richard,513,France,Female,30,6,0.0,2,1,0,111521.04,0
15567832,Robert,604,France,Female,54,2,125390.94,1,1,0,57520.0,1
15567833,Becker,764,France,Male,36,8,110723.53,1,1,0,117108.55,0
15567834,Martinez,616,France,Male,27,9,0.0,2,0,0,176242.63,0
15567835,Gonzalez,663,France,Female,26,4,136182.21,2,1,1,199364.49,0
15567836,Becker,501,Spain,Male,40,1,112410.62,1,0,0,27210.07,0
15567837,Robert,598,France,Male,28,8,0.0,1,1,1,95069.7,0
15567838,Gonzalez,757,Spain,Male,21,7,118042.8,1,1,0,94912.28,0
15567839,Sanchez,526,France,Male,30,7,0.0,1,1,0,189326.76,0
15567840,Perez,718,Spain,Male,69,0,0.0,1,1,1,184854.18,0
15567841,Dubois,667,Spain,Male,18,3,0.0,1,0,0,95363.05,0
15567842,Gonzalez,627,France,Female,32,6,132033.99,2,1,0,60961.63,0
15567843,Hoffmann,623,Spain,Female,32,5,0.0,1,1,0,132522.66,0
15567844,Schulz,602,Germany,Female,30,8,123928.14,1,1,0,32903.58,0
15567845,Gomez,611,Spain,Male,37,7,156129.18,1,0,0,48658.06,0
15567846,Meyer,739,Germany,Male,42,8,158383.56,1,1,0,166182.0,0
15567847,Thomas,608,France,Male,50,3,0.0,3,0,0,169147.13,1
15567848,Fischer,823,France,Female,77,7,0.0,2,0,0,181896.29,0
15567849,Dubois,678,France,Female,47,5,71153.99,2,1,0,151661.41,0
15567850,Bernard,594,Germany,Female,54,8,113375.63,1,0,0,41706.72,1
15567851,Dubois,743,Spain,Male,33,9,120437.02,2,1,0,65402.69,0
15567852,Wagner,709,Germany,Female,37,0,140795.36,2,0,1,97955.4,0
15567853,Gonzalez,491,France,Female,36,5,0.0,2,1,0,70747.91,0
15567854,Gonzalez,550,Spain,Female,31,9,122776.76,1,1,1,111481.93,0
15567855,Martin,638,Spain,Male,39,9,0.0,1,1,0,28019.53,0
15567856,Richard,497,France,Female,24,1,0.0,1,1,0,190902.02,0
15567857,Fischer,850,France,Male,32,2,0.0,1,1,1,196094.51,0
15567858,Gomez,728,France,Female,56,8,113805.84,2,1,1,23932.9,0
15567859,Martinez,648,Spain,Male,41,4,99732.17,1,1,1,17672.16,0
15567860,Dubois,617,Spain,Male,56,4,136393.42,2,0,0,102564.99,0
15567861,Becker,592,France,Male,41,0,112793.41,2,1,0,37255.73,0
15567862,Martin,461,France,Female,36,9,0.0,1,1,0,36351.1,0
15567863,Wagner,483,Spain,Male,28,1,0.0,2,1,1,79849.23,0
15567864,Wagner,832,Spain,Female,38,8,109433.23,1,1,1,192083.84,0
15567865,Martinez,801,Spain,Female,19,6,69281.82,2,1,0,187992.69,1
15567866,Moreau,594,Germany,Female,31,3,136602.33,1,1,0,186297.13,1
15567867,Gonzalez,737,France,Female,26,6,103716.55,1,1,1,41976.66,0
15567868,Garcia,698,Germany,Female,29,9,102803.34,1,1,1,26155.07,0
15567869,Gonzalez,709,France,Male,45,1,60514.26,2,1,0,30932.05,0
15567870,Weber,513,Spain,Male,56,4,0.0,2,1,1,122117.2,0
15567871,Mueller,476,France,Female,46,8,87718.43,1,1,1,74438.63,0
15567872,Laurent,763,Spain,Male,28,10,107629.9,2,0,1,176304.72,0
15567873,Petit,459,France,Male,41,1,130246.61,2,1,0,135184.59,0
15567874,Wagner,635,Spain,Female,35,2,135988.67,1,1,0,199645.74,0
15567875,Richard,614,France,Female,43,4,0.0,1,1,0,182588.67,0
15567876,Becker,605,France,Female,32,4,116841.56,2,1,0,118425.32,0
15567877,Durand,680,Germany,Female,49,7,137378.23,2,0,1,167958.38,0
15567878,Robert,584,France,Female,49,6,126276.94,1,1,1,40458.37,1
15567879,Garcia,687,Spain,Male,47,2,141280.13,2,0,0,173440.37,0
15567880,Gonzalez,663,Germany,Male,40,4,126941.48,3,1,1,146015.31,1
15567881,Meyer,850,Germany,Female,49,7,63968.92,1,0,1,83581.73,0
15567882,Weber,517,Spain,Male,24,4,0.0,2,1,1,163336.32,0
15567883,Gomez,652,Spain,Male,34,1,0.0,1,0,0,134859.46,0
15567884,Schneider,691,Germany,Female,54,9,97141.65,1,0,1,26515.33,0
15567885,Laurent,625,Spain,Male,28,1,104999.8,2,1,1,195996.42,0
15567886,Laurent,521,France,Male,20,0,0.0,2,1,0,61522.96,0
15567887,Garcia,770,France,Male,50,5,167422.73,1,1,1,113979.36,0
15567888,Mueller,682,Germany,Male,41,0,158029.82,1,0,0,175157.35,0
15567889,Hoffmann,528,France,Male,37,7,0.0,1,1,1,64853.27,0
15567890,Durand,692,France,Female,34,0,126580.51,2,1,1,53871.56,0
15567891,Perez,813,France,Male,28,7,0.0,1,1,0,115513.64,0
15567892,Petit,646,France,Male,50,5,64393.98,2,1,1,76850.05,0
15567893,Bernard,649,Spain,Male,40,8,64676.06,2,1,1,141456.75,0
15567894,Fernandez,800,Germany,Male,54,2,168170.57,1,0,1,71141.87,0
15567895,Gonzalez,556,Spain,Female,46,6,117602.05,1,0,1,197960.11,0
15567896,Schulz,815,Spain,Male,39,1,0.0,2,1,0,63732.29,0
15567897,Rodriguez,743,France,Female,33,4,135768.79,1,1,1,131106.82,0
15567898,Durand,561,France,Male,27,0,128886.59,1,1,0,61577.22,0
15567899,Bernard,585,France,Female,26,4,0.0,2,1,1,97672.12,0
15567900,Gonzalez,599,Spain,Male,68,7,137251.91,1,1,0,65346.04,0
15567901,Fernandez,473,France,Male,53,9,0.0,1,1,1,89017.54,0
15567902,Wagner,675,France,Male,35,2,134393.95,1,1,1,130068.7,0
15567903,Sanchez,565,Spain,Female,45,5,120156.67,2,1,1,144099.55,0
15567904,Moreau,678,Germany,Male,28,3,107100.79,1,1,1,54778.85,0
15567905,Sanchez,526,France,Male,31,7,110506.75,1,1,0,180836.39,0
15567906,Dubois,738,France,Female,34,1,141529.44,1,1,1,71225.5,0
15567907,Bernard,720,Spain,Male,37,4,0.0,1,1,0,21750.55,0
15567908,Becker,582,Spain,Male,23,5,0.0,2,1,0,189906.56,0
15567909,Fischer,684,France,Female,24,10,149726.37,1,1,0,61742.85,0
15567910,Gonzalez,657,France,Male,30,7,163052.01,1,0,0,199383.63,0
15567911,Thomas,792,Spain,Female,41,1,141773.84,2,1,0,113979.47,0
15567912,Martinez,550,Spain,Male,44,8,102436.57,4,1,0,171272.6,1
15567913,Richard,635,Spain,Male,44,6,107992.45,2,1,1,30591.12,0
15567914,Gomez,588,Germany,Male,51,9,133215.91,2,1,1,114800.72,0
15567915,Hoffmann,654,Spain,Female,24,3,120071.86,1,1,1,13557.29,0
15567916,Durand,701,France,Female,39,9,111233.0,3,1,0,82156.57,1
15567917,Laurent,587,France,Female,41,1,133079.02,1,1,1,17815.19,0
15567918,Moreau,615,Germany,Male,64,7,105873.12,1,1,0,97826.83,0
15567919,Bernard,742,Germany,Female,52,1,144843.15,1,1,1,145486.14,0
15567920,Becker,780,Spain,Male,36,1,0.0,2,0,1,176737.86,0
15567921,Becker,697,France,Male,35,8,0.0,1,1,0,136367.54,0
15567922,Lopez,636,Spain,Female,27,3,0.0,1,1,0,147782.95,0
15567923,Hoffmann,627,France,Male,32,6,118187.82,2,1,1,51381.84,0
15567924,Robert,702,Germany,Male,44,9,131898.76,1,0,0,65649.26,0
15567925,Schulz,671,France,Male,41,3,140352.7,2,1,1,188178.51,0
15567926,Schmidt,491,Germany,Female,30,4,139402.18,1,0,1,40987.67,1
15567927,Petit,704,Germany,Male,28,0,128331.11,1,1,0,198233.45,1
15567928,Martin,567,France,Male,46,9,112572.29,1,1,0,169700.09,0
15567929,Petit,513,France,Female,42,0,176890.94,2,1,1,162450.77,0
15567930,Perez,489,Germany,Male,31,9,179361.54,1,1,1,163591.01,0
15567931,Petit,629,Spain,Male,46,9,121543.8,1,1,1,80802.75,1
15567932,Wagner,552,France,Female,37,2,111057.4,1,0,1,160611.76,1
15567933,Sanchez,426,France,Female,29,5,168059.21,1,0,0,77326.07,0
15567934,Rodriguez,615,France,Male,36,0,0.0,2,1,0,79605.09,0
15567935,Schmidt,602,Spain,Female,22,3,120546.65,2,0,1,160844.16,0
15567936,Sanchez,635,France,Male,40,8,0.0,2,1,0,84167.61,0
15567937,Laurent,589,France,Male,31,1,0.0,2,1,1,163512.27,0
15567938,Schmidt,825,Spain,Male,36,1,143302.0,1,0,1,12154.84,0
15567939,Martin,699,Germany,Male,43,1,113257.11,3,1,0,42604.99,1
15567940,Schmidt,602,France,Male,31,9,135305.59,1,1,1,187344.31,0
15567941,Meyer,643,Spain,Female,28,9,103421.45,2,1,1,129596.11,0
15567942,Fischer,785,Germany,Female,27,6,144694.41,2,1,0,98931.09,0
15567943,Wagner,741,Germany,Female,59,6,148166.91,1,1,1,120214.2,0
15567944,Perez,515,France,Female,32,5,154109.49,2,1,0,86393.97,1
15567945,Perez,556,Spain,Male,33,1,171491.67,2,1,0,35222.87,0
15567946,Fernandez,574,France,Male,41,4,0.0,2,1,0,179323.22,0
15567947,Lopez,607,France,Female,49,5,74649.33,2,0,0,153279.55,0
15567948,Schulz,592,France,Female,42,5,0.0,2,0,0,142602.38,0
15567949,Rodriguez,653,Spain,Female,30,9,133138.2,1,0,0,170326.04,0
15567950,Petit,720,Germany,Male,29,5,148387.29,1,0,0,151675.62,0
15567951,Wagner,736,Germany,Male,34,5,119939.48,1,1,1,108006.06,0
15567952,Thomas,618,France,Male,54,0,125564.15,2,0,1,36054.13,0
15567953,Martin,493,Germany,Male,40,3,153600.1,1,1,0,30401.51,0
15567954,Schulz,550,Spain,Male,38,0,72445.71,1,1,1,15974.34,0
15567955,Rodriguez,600,France,Male,34,2,152499.07,1,1,1,103429.31,0
15567956,Durand,530,Spain,Female,44,10,104202.05,2,1,0,40312.0,1
15567957,Schulz,759,France,Male,41,10,90884.52,1,0,0,61862.57,0
15567958,Garcia,536,Spain,Male,52,10,86025.39,1,1,1,176793.43,0
15567959,Martin,709,France,Female,20,10,0.0,1,1,1,125447.85,0
15567960,Richard,488,Germany,Male,56,1,141211.18,1,1,1,197232.14,1
15567961,Lopez,713,Spain,Female,43,1,0.0,2,1,1,190494.12,0
15567962,Lopez,636,Spain,Male,40,5,65162.99,1,1,1,94006.56,0
15567963,Gomez,795,France,Female,35,0,118217.07,1,1,0,134917.09,0
15567964,Garcia,541,France,Female,19,3,0.0,2,0,1,190156.29,0
15567965,Meyer,595,France,Female,40,8,145611.73,2,0,0,159048.83,1
15567966,Schneider,614,Spain,Male,40,2,0.0,2,1,1,134613.69,0
15567967,Meyer,635,Germany,Male,66,7,93925.74,2,1,1,122573.75,0
15567968,Bernard,616,France,Male,27,8,0.0,2,1,1,113064.04,0
15567969,Fernandez,618,France,Male,32,1,97986.31,2,1,1,36354.55,0
15567970,Bernard,617,Spain,Male,42,4,0.0,1,1,0,30169.11,0
15567971,Schulz,451,Germany,Female,56,5,81831.75,2,1,1,55716.87,0
15567972,Petit,745,France,Male,41,4,0.0,1,1,0,118971.8,0
15567973,Sanchez,850,France,Female,36,5,144118.39,2,1,0,186795.58,0
15567974,Thomas,678,France,Female,26,4,130735.08,1,1,1,84847.68,0
15567975,Gonzalez,540,Germany,Female,39,6,89861.69,2,0,1,173127.57,0
15567976,Moreau,550,Spain,Male,29,4,101411.54,2,1,1,14160.63,0
15567977,Durand,708,Spain,Female,18,4,131537.81,2,0,0,150650.69,0
15567978,Lopez,687,France,Male,30,6,89748.83,2,0,0,27005.36,0
15567979,Schneider,622,Spain,Male,40,2,97635.87,1,0,1,181105.98,0
15567980,Schulz,722,France,Female,36,9,125773.99,2,1,1,101922.7,0
15567981,Schulz,451,France,Male,41,6,0.0,1,1,0,106434.67,0
15567982,Garcia,722,Spain,Female,33,7,134819.82,2,1,1,184566.48,0
15567983,Martin,672,France,Male,39,4,113208.37,1,1,1,93397.84,0
15567984,Bernard,554,France,Male,29,3,156635.71,2,0,1,181491.96,0
15567985,Lopez,512,Spain,Male,30,1,102483.59,2,0,1,139418.23,0
15567986,Fernandez,661,France,Male,52,4,129805.68,1,1,1,63724.53,0
15567987,Martin,785,Spain,Male,65,5,155384.53,2,1,0,21539.55,0
15567988,Schmidt,628,Spain,Male,63,10,184447.4,1,0,0,181899.68,0
15567989,Garcia,568,Germany,Female,31,8,149909.7,1,1,0,71700.91,1
15567990,Wagner,668,France,Female,43,5,154898.62,2,0,0,14661.95,0
15567991,Thomas,824,France,Female,33,5,118878.46,1,1,0,182278.84,0
15567992,Sanchez,691,France,Female,39,5,146519.86,2,0,1,111197.09,0
15567993,Hoffmann,701,France,Male,39,7,0.0,1,1,0,142500.97,0
15567994,Rodriguez,767,Spain,Female,36,5,113202.43,1,1,1,191095.44,0
15567995,Fischer,695,France,Male,36,10,0.0,1,0,1,47494.35,0
15567996,Becker,575,France,Male,20,10,157887.82,1,0,0,129962.05,0
15567997,Schulz,482,Germany,Female,32,0,113858.36,3,1,1,42932.38,0
15567998,Mueller,561,Germany,Male,44,0,111449.21,1,0,0,59228.05,1
15567999,Lopez,543,Spain,Female,49,9,89671.61,1,0,1,112784.21,0
15568000,Martinez,713,France,Male,36,1,116391.06,1,1,0,52347.17,1
15568001,Robert,726,Spain,Male,58,0,55845.67,2,1,0,99458.05,0
15568002,Wagner,666,Germany,Male,40,2,120852.17,1,1,0,13041.79,0
15568003,Martin,528,France,Male,55,2,115149.85,2,0,1,133498.67,0
15568004,Richard,821,France,Female,40,3,0.0,1,1,0,155505.7,0
15568005,Gomez,610,France,Female,18,5,148803.34,1,0,1,54270.16,0
15568006,Weber,707,Germany,Male,55,9,84038.81,1,1,1,15359.94,0
15568007,Robert,654,France,Male,35,6,127192.57,2,1,1,22813.76,0
15568008,Thomas,670,Spain,Male,35,8,62306.29,2,1,0,130010.82,0
15568009,Wagner,704,Germany,Female,26,7,121863.63,2,0,0,199954.8,1
15568010,Martin,583,Spain,Male,50,5,123820.12,1,1,1,140315.58,1
15568011,Meyer,775,France,Female,92,8,143274.06,2,1,1,11764.52,0
15568012,Becker,498,France,Female,26,3,126462.13,1,1,0,188181.79,0
15568013,Richard,550,France,Female,55,10,0.0,1,1,1,172980.49,0
15568014,Lopez,774,France,Female,35,5,137244.09,1,0,1,109316.19,0
15568015,Bernard,706,Spain,Female,49,6,83284.49,1,1,0,163979.84,1
15568016,Schulz,850,France,Female,28,1,83394.44,2,1,1,65885.96,0
15568017,Thomas,656,France,Female,57,0,104453.89,1,1,0,33198.84,1
15568018,Sanchez,813,France,Female,45,9,0.0,2,1,1,39781.81,0
15568019,Weber,471,France,Female,35,7,123735.68,1,1,0,54860.88,0
15568020,Fischer,514,Spain,Female,53,7,110774.93,2,0,0,61633.59,0
15568021,Rodriguez,735,Germany,Female,40,10,82329.22,2,1,0,90105.6,0
15568022,Perez,482,Germany,Female,63,6,110788.49,1,1,0,141068.38,0
15568023,Lopez,631,France,Female,31,8,179588.33,1,1,1,35045.7,0
15568024,Rodriguez,762,Spain,Male,51,8,181461.49,2,1,0,47806.16,1
15568025,Martinez,698,Germany,Male,47,2,171858.31,2,0,1,31639.97,0
15568026,Wagner,651,France,Female,23,0,0.0,1,0,0,101907.61,0
15568027,Dubois,606,France,Male,25,8,0.0,1,0,1,145598.61,0
15568028,Becker,669,Spain,Male,34,0,0.0,2,1,1,94110.94,0
15568029,Fernandez,705,Germany,Male,43,0,150670.65,1,1,0,151388.21,0
15568030,Weber,586,Germany,Female,48,4,159059.34,2,0,0,117894.43,1
15568031,Sanchez,685,France,Female,42,1,150743.53,2,0,0,70107.89,0
15568032,Schulz,753,France,Male,51,1,0.0,2,0,1,113540.07,0
15568033,Mueller,628,Germany,Male,36,4,113545.58,1,1,1,167945.29,0
15568034,Dubois,656,Germany,Female,49,6,170346.18,1,1,0,42861.18,1
15568035,Lopez,696,Germany,Female,39,5,114162.55,2,1,0,117032.04,1
15568036,Wagner,702,Germany,Male,34,4,143311.0,2,1,0,138174.79,0
15568037,Fernandez,734,France,Male,26,2,155656.53,1,1,0,181761.88,0
15568038,Perez,552,Spain,Female,21,8,164384.27,1,0,0,124734.41,0
15568039,Martin,599,Spain,Female,35,7,153615.08,2,1,0,18089.52,0
15568040,Durand,602,Spain,Female,40,10,11772.86,2,1,0,118056.62,0
15568041,Thomas,563,France,Female,31,2,152846.46,2,0,1,48616.28,0
15568042,Schulz,477,France,Female,33,6,141449.61,1,0,1,98197.7,0
15568043,Rodriguez,350,Spain,Male,18,2,0.0,1,1,1,117698.7,0
15568044,Mueller,764,Germany,Male,34,10,125510.19,2,1,1,135143.71,0
15568045,Fischer,500,Germany,Female,27,5,76887.0,1,1,0,23913.22,0
15568046,Becker,800,Spain,Female,30,2,113826.28,1,0,0,170934.2,0
15568047,Meyer,720,Germany,Female,46,7,92794.17,2,0,1,189327.06,0
15568048,Thomas,611,Germany,Female,37,2,99038.44,2,0,1,142719.76,0
15568049,Martin,709,France,Female,42,4,132242.05,1,1,1,124644.19,0
15568050,Fernandez,690,France,Female,22,2,0.0,2,1,0,127565.67,0
15568051,Lopez,544,France,Male,54,7,127742.11,1,1,0,142619.84,0
15568052,Weber,648,Spain,Male,39,9,0.0,1,1,0,177306.71,0
15568053,Hoffmann,555,France,Female,48,8,82237.43,1,0,1,38592.65,0
15568054,Fernandez,712,France,Male,26,5,168556.34,2,0,0,16525.28,0
15568055,Durand,581,Spain,Male,44,9,105556.14,2,0,1,23527.89,0
15568056,Sanchez,640,Germany,Female,34,3,167506.63,1,0,0,62846.8,0
15568057,Hoffmann,636,Germany,Female,68,9,124288.95,2,1,0,86530.28,1
15568058,Rodriguez,661,France,Male,31,3,0.0,2,1,1,98468.25,0
15568059,Martin,809,Spain,Female,39,4,163516.42,1,1,1,52713.21,0
15568060,Petit,626,France,Male,27,10,0.0,2,0,1,24310.27,0
15568061,Moreau,766,France,Male,39,2,0.0,1,1,1,57265.27,0
15568062,Richard,696,France,Female,37,10,146109.61,2,1,1,156748.46,0
15568063,Martinez,786,France,Female,52,3,0.0,2,1,0,125771.6,0
15568064,Weber,617,France,Male,40,3,143921.93,2,1,0,150688.51,0
15568065,Becker,716,Germany,Male,35,0,126876.53,1,1,1,110093.24,0
15568066,Schmidt,644,France,Male,37,0,141615.77,2,0,0,58422.17,0
15568067,Schmidt,363,Germany,Female,22,8,86784.08,2,0,0,193410.42,0
15568068,Mueller,545,France,Female,41,2,0.0,1,1,0,171142.02,0
15568069,Mueller,705,France,Male,50,4,118434.3,2,1,0,183043.41,0
15568070,Bernard,699,Germany,Male,40,1,101401.84,1,1,0,50819.71,1
15568071,Fischer,525,Spain,Female,23,0,198050.94,1,1,1,142525.85,0
15568072,Dubois,671,Spain,Female,42,6,0.0,2,0,1,114113.07,0
15568073,Garcia,698,Spain,Female,43,9,0.0,2,1,1,50793.88,0
15568074,Gonzalez,646,Germany,Male,44,8,143893.76,2,1,0,165320.14,0
15568075,Sanchez,719,Germany,Female,37,3,136968.18,1,1,1,10600.16,0
15568076,Dubois,706,Germany,Male,40,3,0.0,1,0,0,42573.73,0
15568077,Mueller,646,Germany,Male,43,2,139079.35,2,0,1,41608.29,0
15568078,Perez,600,France,Male,29,2,0.0,2,1,0,120270.98,0
15568079,Hoffmann,750,Germany,Male,30,1,66121.78,1,1,1,107141.84,0
15568080,Perez,694,France,Female,44,2,157857.1,1,0,1,186581.56,1
15568081,Fernandez,517,France,Female,30,4,0.0,2,1,0,167456.4,0
15568082,Lopez,671,Germany,Female,37,7,135135.58,1,0,1,72708.27,0
15568083,Richard,539,France,Male,44,7,0.0,1,1,1,110419.78,0
15568084,Garcia,557,France,Male,51,4,152237.12,1,1,1,68919.99,0
15568085,Gonzalez,587,France,Male,32,10,114355.86,1,1,0,48168.18,0
15568086,Weber,654,Spain,Female,30,0,151628.39,1,0,1,126055.72,0
15568087,Martin,685,France,Female,44,9,0.0,2,1,1,166819.94,0
15568088,Becker,610,France,Male,52,1,125252.59,1,1,0,15699.49,0
15568089,Richard,614,Spain,Male,23,7,77618.23,1,1,1,19352.0,0
15568090,Moreau,601,France,Male,38,9,124023.34,2,1,1,17082.31,0
15568091,Dubois,750,France,Female,59,8,0.0,2,1,1,143313.12,0
15568092,Garcia,376,France,Female,29,10,0.0,1,1,0,76207.15,0
15568093,Schmidt,620,France,Male,44,6,0.0,2,0,1,144708.15,0
15568094,Gomez,798,France,Male,37,8,157185.72,1,1,0,52328.02,1
